ID;SPPname;X10;X11;X13;X14;X15;X16;X20;X21;X30;X32;X40;X41;X50;X60;X70;X90;X91;X92;X100;X101;X110;X120;X130;X131;X132;X133;X134;X136;X140;X141;X144;X150;X151;X152;X180;X185;X190;X200;X201;X202;X203;X210;X220
B432;Oriolus_oriolus;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B440;Garrulus_glandarius;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B47;Anser_fabalis;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;2;2;2;2;2;2;2;0;0;0;0;0;0;1;0;0;2;2;2;2;2;0;0;0;0;0;1;0
B472;Fringilla_montifringilla;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B473;Pinicola_enucleator;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B479;Loxia_leucoptera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B483;Carduelis_spinus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B491;Pyrrhula_pyrrhula;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B493;Coccothraustes_coccothraustes;0;0;0;0;0;0;1;1;2;2;2;2;2;2;0;0;0;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
B517;Phylloscopus_ibericus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;1;1;0;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
B521;Phylloscopus_orientalis;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
B526;Phylloscopus_canariensis;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;1;1;0;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
B58;Anas_penelope;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;2;1;2;2;2;2;0;0;0;0;0;0;1;0;0;2;2;2;2;2;0;0;0;0;1;2;0
B78;Bucephala_clangula;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0
B80;Mergellus_albellus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0
B82;Mergus_merganser;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;2;2;2;2;2;2;2;1;1;1;1;1;1;1;0;0;1;1;1;2;2;0;2;2;2;0;2;0
B86;Pernis_apivorus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
B89;Milvus_migrans;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;0;0;2;2;2;2;2;1;1;1;1;1;1;1;1;0;1;1;1;2;2;1;1;1;1;0;1;0
B95;Circaetus_gallicus;0;0;0;0;0;0;1;1;2;2;2;2;2;2;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1;0;0;2;2;2;0;0;0;1;1;1;0;0;0
M111;Martes_martes;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M112;Martes_zibellina;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M13;Apodemus_alpicola;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M144;Microtus_majori;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;NA
M15;Apodemus_flavicollis;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M168;Mustela_sibirica;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M169;Myodes_glareolus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M17;Apodemus_mystacinus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;2;2;0;0;NA
M170;Myodes_rufocanus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;NA
M171;Myodes_rutilus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M174;Myopus_schisticolor;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NA
M175;Myotis_alcathoe;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;NA
M176;Myotis_aurascens;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;NA
M179;Myotis_brandtii;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M18;Apodemus_ponticus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M186;Myotis_mystacinus;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;NA
M187;Myotis_nattereri;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;2;NA
M193;Neomys_teres;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;NA
M199;Ochotona_hyperborea;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;2;2;2;2;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;NA
M203;Ovis_aries;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;NA
M205;Panthera_pardus;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;NA
M208;Pipistrellus_nathusii;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;2;NA
M211;Plecotus_auritus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;NA
M216;Plecotus_teneriffae;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;0;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M218;Pteromys_volans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M234;Sciurus_anomalus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M235;Sciurus_vulgaris;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M237;Sicista_betulina;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;2;2;2;1;1;0;0;0;0;0;0;NA
M244;Sorex_alpinus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M245;Sorex_antinorii;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M246;Sorex_araneus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;NA
M248;Sorex_caecutiens;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;NA
M249;Sorex_coronatus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;NA
M251;Sorex_isodon;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;2;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;NA
M252;Sorex_minutissimus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;NA
M253;Sorex_minutus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NA
M254;Sorex_raddei;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
M255;Sorex_samniticus;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M256;Sorex_satunini;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
M257;Sorex_tundrensis;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;2;2;0;1;1;1;0;0;NA
M258;Sorex_volnuchini;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;NA
M28;Bison_bonasus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M288;Tamias_sibiricus;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M290;Ursus_arctos;0;0;0;0;0;0;0;0;1;1;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;0;0;0;2;2;2;0;0;0;0;0;0;0;0;NA
M31;Canis_lupus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M33;Capra_caucasica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;1;0;0;NA
M34;Capra_cylindricornis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;1;0;0;NA
M39;Capreolus_pygargus;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;1;1;1;2;2;2;2;0;0;0;0;0;0;2;2;2;1;1;1;0;0;0;0;0;0;0;0;NA
M4;Alces_alces;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;0;0;0;0;0;0;NA
M41;Cervus_elaphus;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;0;0;0;0;0;0;0;0;NA
M44;Chionomys_roberti;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M59;Dama_dama;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;0;0;0;0;0;0;0;0;NA
M60;Desmana_moschata;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
M66;Dryomys_nitedula;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M68;Eliomys_quercinus;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;2;2;0;0;NA
M80;Felis_silvestris;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M83;Genetta_genetta;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;1;1;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M85;Glis_glis;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
M86;Gulo_gulo;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;2;2;2;0;0;NA
R113;Iberolacerta_martinezricai;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;0;0;0;2;2;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;2;2;2;0;0;0
R114;Iberolacerta_monticola;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;2;2;2;0;0;0
R13;Anguis_cephallonica;0;0;0;0;0;0;1;1;1;1;2;2;2;2;1;0;0;0;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R132;Lacerta_schreiberi;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
R214;Vipera_nikolskii;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0
R50;Darevskia_praticola;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;2;2;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
R53;Darevskia_rudis;0;0;0;0;0;0;0;0;1;1;2;2;2;2;0;0;0;0;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0
R55;Darevskia_saxicola;0;0;0;0;0;0;0;0;1;1;2;2;2;2;0;0;0;0;2;2;2;2;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;2;2;2;0;0;0
R72;Elaphe_dione;0;0;0;0;0;0;1;1;1;1;2;2;2;2;0;0;0;0;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
A55;Rana_iberica;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;0;0;0;0;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;1;1;1;0;0;NA
M279;Tadarida_teniotis;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;0;2;NA
M52;Crocidura_leucodon;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;0;NA
M57;Crocidura_suaveolens;2;2;2;2;2;2;2;2;2;2;1;1;1;1;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;0;NA
M74;Eptesicus_serotinus;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;2;NA
B143;Grus_grus;1;2;2;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;2;0;0;0;0;0;0;1;0;0;2;2;2;2;2;0;0;0;0;0;1;0
B354;Acrocephalus_scirpaceus;1;2;2;0;0;0;2;2;2;2;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;2;0;0;0;0;2;2;1;0;0;0;0;0;0
A57;Pelophylax_kurtmuelleri;0;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;1;NA
B357;Acrocephalus_arundinaceus;0;2;2;1;1;1;1;1;2;2;1;1;1;1;0;0;0;0;1;1;0;2;1;1;1;1;1;1;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0
B39;Ciconia_nigra;0;2;2;1;1;1;2;2;2;2;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0
B5;Tachybaptus_ruficollis;0;2;2;1;1;1;2;2;2;2;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;1;2;2;0;0;0;0;0;2;0
B31;Ardea_purpurea;0;2;2;0;0;0;1;1;2;2;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;0;0;0;1;1;0
B33;Egretta_garzetta;0;2;2;0;0;0;1;1;2;2;2;2;2;2;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;1;0
B34;Ardeola_ralloides;0;2;2;0;0;0;1;1;1;1;2;2;2;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;1;0
B348;Locustella_fluviatilis;0;2;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B349;Locustella_luscinioides;0;2;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0
B35;Bubulcus_ibis;0;2;2;0;0;0;1;1;1;1;2;2;2;2;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;2;0;0;0;0;0;1;0
B350;Acrocephalus_melanopogon;0;2;2;0;0;0;1;1;2;2;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B37;Ixobrychus_minutus;0;2;2;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0
B61;Anas_platyrhynchos;0;2;2;0;0;0;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;2;2;1;0;0;0;1;2;0
B448;Corvus_corone;2;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;2;1;1;1;0;0;0
B524;Corvus_cornix;2;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;2;1;1;1;0;0;0
M167;Mustela_putorius;1;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;0;0;0;0;0;0;NA
M209;Pipistrellus_pipistrellus;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;2;NA
M210;Pipistrellus_pygmaeus;1;1;1;1;1;1;1;1;2;2;2;2;2;2;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;2;NA
M25;Atelerix_algirus;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;0;0;1;0;0;0;0;0;NA
M75;Erinaceus_concolor;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;0;NA
M76;Erinaceus_europaeus;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;1;0;0;0;0;0;NA
M77;Erinaceus_roumanicus;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;1;0;0;0;0;0;NA
M90;Pipistrellus_savii;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;0;2;NA
B252;Cuculus_canorus;0;1;1;1;1;1;2;2;2;2;1;1;1;1;0;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
B347;Locustella_naevia;0;1;1;1;1;1;1;1;2;2;1;1;1;1;0;1;1;1;1;1;1;2;2;2;2;2;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B351;Acrocephalus_paludicola;0;1;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
B352;Acrocephalus_schoenobaenus;0;1;1;0;0;0;1;1;2;2;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;2;1;0;1;1;1;2;2;0;0;0;0;0;0;0
B353;Acrocephalus_agricola;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;0;2;2;2;2;2;0;0;0;0;0;0;0
B42;Platalea_leucorodia;0;1;1;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;2;1;1;0
B44;Cygnus_olor;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;0;0;0;0;2;0
B59;Anas_strepera;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;2;2;0;0;0;0;0;2;0
B6;Podiceps_cristatus;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0
B60;Anas_crecca;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;2;2;0;0;0;0;1;2;0
R155;Natrix_natrix;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;2;0
B140;Phasianus_colchicus;2;0;0;2;2;2;2;2;2;2;1;1;1;1;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;0;2;2;2;0;0;0;0;0;0;0;0;0
B442;Pica_pica;2;0;0;1;1;1;2;2;2;2;1;1;1;1;1;0;0;0;1;1;1;2;2;2;2;2;2;2;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0
M2;Acomys_minous;1;0;0;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;1;1;1;1;0;0;NA
M91;Hystrix_cristata;1;0;0;2;2;2;2;2;2;2;1;1;1;1;0;0;0;0;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
M92;Hystrix_indica;1;0;0;2;2;2;2;2;2;2;1;1;1;1;0;0;0;0;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;NA
B245;Columba_oenas;1;0;0;1;1;1;2;2;2;2;1;1;1;1;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;0;0
M100;Lepus_granatensis;1;0;0;1;1;1;2;2;2;2;1;1;1;1;0;0;0;0;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;1;1;1;0;0;NA
M110;Martes_foina;1;0;0;1;1;1;2;2;2;2;1;1;1;1;0;0;0;0;1;1;2;2;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;NA
M155;Miniopterus_fuliginosus;1;0;0;1;1;1;2;2;2;2;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;0;0;0;0;0;0;0;1;NA
M156;Miniopterus_schreibersii;1;0;0;1;1;1;2;2;2;2;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;0;0;0;0;0;0;0;1;NA
